JINA_ID,Simbad_Identifier,RA_hms,DEC_dms,[Fe/H],[C/Fe],ul[C/Fe],ecc,Z_max,Reference,Name,Reference_2,Ref_2,Ref,Ncap_key,C_key,MP_key,Loc,System,RA_deg,DEC_deg,Priority,NLTE,alpha_key,Type,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Added_by,epsli,epsbe,epsc,epsn,epso,epsf,epsna,epsmg,epsal,epssi,epsp,epss,epsk,epsca,epssc,epsti,epsv,epscr,epsmn,epsfe,epsco,epsni,epscu,epszn,epsga,epsge,epsas,epsse,epsrb,epssr,epsy,epszr,epsnb,epsmo,epsru,epsrh,epspd,epsag,epscd,epssn,epste,epsba,epsla,epsce,epspr,epsnd,epssm,epseu,epsgd,epstb,epsdy,epsho,epser,epstm,epsyb,epslu,epshf,epsw,epsos,epsir,epspt,epsau,epshg,epspb,epsbi,epsth,epsu,ulli,ulbe,ulc,uln,ulo,ulf,ulna,ulmg,ulal,ulsi,ulp,uls,ulk,ulca,ulsc,ulti,ulv,ulcr,ulmn,ulfe,ulco,ulni,ulcu,ulzn,ulga,ulge,ulas,ulse,ulrb,ulsr,uly,ulzr,ulnb,ulmo,ulru,ulrh,ulpd,ulag,ulcd,ulsn,ulte,ulba,ulla,ulce,ulpr,ulnd,ulsm,uleu,ulgd,ultb,uldy,ulho,uler,ultm,ulyb,ullu,ulhf,ulw,ulos,ulir,ulpt,ulau,ulhg,ulpb,ulbi,ulth,ulu,[Li/H],[Be/H],[C/H],[N/H],[O/H],[F/H],[Na/H],[Mg/H],[Al/H],[Si/H],[P/H],[S/H],[K/H],[Ca/H],[Sc/H],[Ti/H],[V/H],[Cr/H],[Mn/H],[Co/H],[Ni/H],[Cu/H],[Zn/H],[Ga/H],[Ge/H],[As/H],[Se/H],[Rb/H],[Sr/H],[Y/H],[Zr/H],[Nb/H],[Mo/H],[Ru/H],[Rh/H],[Pd/H],[Ag/H],[Cd/H],[Sn/H],[Te/H],[Ba/H],[La/H],[Ce/H],[Pr/H],[Nd/H],[Sm/H],[Eu/H],[Gd/H],[Tb/H],[Dy/H],[Ho/H],[Er/H],[Tm/H],[Yb/H],[Lu/H],[Hf/H],[W/H],[Os/H],[Ir/H],[Pt/H],[Au/H],[Hg/H],[Pb/H],[Bi/H],[Th/H],[U/H],ul[Li/H],ul[Be/H],ul[C/H],ul[N/H],ul[O/H],ul[F/H],ul[Na/H],ul[Mg/H],ul[Al/H],ul[Si/H],ul[P/H],ul[S/H],ul[K/H],ul[Ca/H],ul[Sc/H],ul[Ti/H],ul[V/H],ul[Cr/H],ul[Mn/H],ul[Fe/H],ul[Co/H],ul[Ni/H],ul[Cu/H],ul[Zn/H],ul[Ga/H],ul[Ge/H],ul[As/H],ul[Se/H],ul[Rb/H],ul[Sr/H],ul[Y/H],ul[Zr/H],ul[Nb/H],ul[Mo/H],ul[Ru/H],ul[Rh/H],ul[Pd/H],ul[Ag/H],ul[Cd/H],ul[Sn/H],ul[Te/H],ul[Ba/H],ul[La/H],ul[Ce/H],ul[Pr/H],ul[Nd/H],ul[Sm/H],ul[Eu/H],ul[Gd/H],ul[Tb/H],ul[Dy/H],ul[Ho/H],ul[Er/H],ul[Tm/H],ul[Yb/H],ul[Lu/H],ul[Hf/H],ul[W/H],ul[Os/H],ul[Ir/H],ul[Pt/H],ul[Au/H],ul[Hg/H],ul[Pb/H],ul[Bi/H],ul[Th/H],ul[U/H],[Li/Fe],[Be/Fe],[N/Fe],[O/Fe],[F/Fe],[Na/Fe],[Mg/Fe],[Al/Fe],[Si/Fe],[P/Fe],[S/Fe],[K/Fe],[Ca/Fe],[Sc/Fe],[Ti/Fe],[V/Fe],[Cr/Fe],[Mn/Fe],[Co/Fe],[Ni/Fe],[Cu/Fe],[Zn/Fe],[Ga/Fe],[Ge/Fe],[As/Fe],[Se/Fe],[Rb/Fe],[Sr/Fe],[Y/Fe],[Zr/Fe],[Nb/Fe],[Mo/Fe],[Ru/Fe],[Rh/Fe],[Pd/Fe],[Ag/Fe],[Cd/Fe],[Sn/Fe],[Te/Fe],[Ba/Fe],[La/Fe],[Ce/Fe],[Pr/Fe],[Nd/Fe],[Sm/Fe],[Eu/Fe],[Gd/Fe],[Tb/Fe],[Dy/Fe],[Ho/Fe],[Er/Fe],[Tm/Fe],[Yb/Fe],[Lu/Fe],[Hf/Fe],[W/Fe],[Os/Fe],[Ir/Fe],[Pt/Fe],[Au/Fe],[Hg/Fe],[Pb/Fe],[Bi/Fe],[Th/Fe],[U/Fe],ul[Li/Fe],ul[Be/Fe],ul[N/Fe],ul[O/Fe],ul[F/Fe],ul[Na/Fe],ul[Mg/Fe],ul[Al/Fe],ul[Si/Fe],ul[P/Fe],ul[S/Fe],ul[K/Fe],ul[Ca/Fe],ul[Sc/Fe],ul[Ti/Fe],ul[V/Fe],ul[Cr/Fe],ul[Mn/Fe],ul[Co/Fe],ul[Ni/Fe],ul[Cu/Fe],ul[Zn/Fe],ul[Ga/Fe],ul[Ge/Fe],ul[As/Fe],ul[Se/Fe],ul[Rb/Fe],ul[Sr/Fe],ul[Y/Fe],ul[Zr/Fe],ul[Nb/Fe],ul[Mo/Fe],ul[Ru/Fe],ul[Rh/Fe],ul[Pd/Fe],ul[Ag/Fe],ul[Cd/Fe],ul[Sn/Fe],ul[Te/Fe],ul[Ba/Fe],ul[La/Fe],ul[Ce/Fe],ul[Pr/Fe],ul[Nd/Fe],ul[Sm/Fe],ul[Eu/Fe],ul[Gd/Fe],ul[Tb/Fe],ul[Dy/Fe],ul[Ho/Fe],ul[Er/Fe],ul[Tm/Fe],ul[Yb/Fe],ul[Lu/Fe],ul[Hf/Fe],ul[W/Fe],ul[Os/Fe],ul[Ir/Fe],ul[Pt/Fe],ul[Au/Fe],ul[Hg/Fe],ul[Pb/Fe],ul[Bi/Fe],ul[Th/Fe],ul[U/Fe]
5759,2MASS J18361214-7333443,18:36:12.12,-73:33:44.17,-2.61,0.1,,0.48,2.13,Mardini+2022,2MASS J18361214-7333443,Ezzeddine+2020,EZZ20,MAR22,,,VMP,DW,Atari Disk,279.0505,-73.562269,1.0,,alpha,,,,,,11.798,,,,,,4756.0,1.4,-2.61,2.15,Mardini,,,5.92,,,,3.88,5.57,3.35,5.39,,,2.89,4.1,0.72,2.63,1.67,3.38,2.61,4.89,2.61,3.73,,2.38,,,,,,-0.03,,,,,,,,,,,,-0.83,,,,,,-2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.51,,,,-2.36,-2.03,-3.1,-2.12,,,-2.14,-2.24,-2.43,-2.32,-2.26,-2.26,-2.82,-2.38,-2.49,,-2.18,,,,,,-2.9,,,,,,,,,,,,-3.01,,,,,,-2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.58,-0.49,0.49,,,0.47,0.37,0.18,0.29,0.35,0.35,-0.21,0.23,0.12,,0.43,,,,,,-0.29,,,,,,,,,,,,-0.4,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,2MASS J18405985-4841353,18:40:59.85,-48:41:35.30,-2.58,0.6,,0.48,1.5,Mardini+2022,2MASS J18405985-4841353,Ezzeddine+2020,EZZ20,MAR22,,,VMP,DW,Atari Disk,280.249375,-48.693139,1.0,,,,,,,,13.004,,,,,,4792.0,1.4,-2.58,1.8,Mardini,,,6.45,,,,3.78,5.18,3.12,5.28,,,2.66,3.84,0.23,2.27,1.14,2.77,2.97,4.92,2.19,3.3,,1.94,,,,,,0.55,,,,,,,,,,,,-0.85,,,,,,-2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.98,,,,-2.46,-2.42,-3.33,-2.23,,,-2.37,-2.5,-2.92,-2.68,-2.79,-2.87,-2.46,-2.8,-2.92,,-2.62,,,,,,-2.32,,,,,,,,,,,,-3.03,,,,,,-2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.16,-0.75,0.35,,,0.21,0.08,-0.34,-0.1,-0.21,-0.29,0.12,-0.22,-0.34,,-0.04,,,,,,0.26,,,,,,,,,,,,-0.45,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,HD119516,13:43:26.70,+15:34:31.10,-2.16,,,0.52,1.07,Mardini+2022,HD119516,For+2010,FOR10,MAR22,,,VMP,DW,Atari Disk,205.86125,15.575306,1.0,,,,,,,9.52,9.13,,,7.771,7.431,7.366,5400.0,1.73,-2.16,2.2,Mardini,,,,,,,4.62,5.72,3.47,5.75,,,,4.44,0.93,3.02,,3.3,2.97,5.34,2.82,4.02,,2.45,,,,,,0.81,-0.31,0.72,,,,,,,,,,0.34,-0.94,,,,,-1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.62,-1.88,-2.98,-1.76,,,,-1.9,-2.22,-1.93,,-2.34,-2.46,-2.17,-2.2,,-2.11,,,,,,-2.06,-2.52,-1.86,,,,,,,,,,-1.84,-2.04,,,,,-1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.28,-0.82,0.4,,,,0.26,-0.06,0.23,,-0.18,-0.3,-0.01,-0.04,,0.05,,,,,,0.1,-0.36,0.3,,,,,,,,,,0.32,0.12,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5922,2MASS J16103106+1003055,16:10:31.10,+10:03:05.60,-2.43,0.53,,0.23,2.49,Mardini+2022,2MASS J16103106+1003055,Hansen+2018,HAN18,MAR22,,,VMP,DW,Atari Disk,242.629583,10.051556,1.0,,,,,,,,12.8,,,,,,5370.0,2.6,-2.43,2.05,Mardini,,,6.53,,,,,,,,,,,,,,,,,5.07,,,,,,,,,,0.25,,,,,,,,,,,,-1.35,,,,,,-1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,-2.62,,,,,,,,,,,,-3.53,,,,,,-1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,,,,,,,,,,,,-1.1,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5938,2MASS J18362318-6428124,18:36:23.20,-64:28:12.50,-2.57,0.1,,0.24,1.37,Mardini+2022,2MASS J18362318-6428124,Hansen+2018,HAN18,MAR22,,,VMP,DW,Atari Disk,279.096667,-64.470139,1.0,,,,,,,,12.5,,,,,,4896.0,1.8,-2.57,1.95,Mardini,,,5.96,,,,,,,,,,,,,,,,,4.93,,,,,,,,,,-0.33,,,,,,,,,,,,-0.21,,,,,,-1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.47,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,,,,,,,,,,,,-2.39,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.63,,,,,,,,,,,,0.18,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942,2MASS J19161821-5544454,19:16:18.20,-55:44:45.40,-2.35,-0.8,,0.49,2.37,Mardini+2022,2MASS J19161821-5544454,Hansen+2018,HAN18,MAR22,,,VMP,DW,Atari Disk,289.075833,-55.745944,1.0,,,,,,,,11.5,,,,,,4450.0,0.65,-2.35,2.5,Mardini,,,5.28,,,,,,,,,,,,,,,,,5.15,,,,,,,,,,1,,,,,,,,,,,,-0.29,,,,,,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.15,,,,,,,,,,,,,,,,,,,,,,,,,,-1.87,,,,,,,,,,,,-2.47,,,,,,-1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,-0.12,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,2MASS J22021636-0536483,22:02:16.36,-05:36:48.40,-2.75,0.05,,0.58,3.34,Mardini+2022,2MASS J22021636-0536483,Hansen+2018,HAN18,MAR22,,,VMP,DW,Atari Disk,330.568167,-5.613444,1.0,,,,,,,,12.4,,,,,,4668.0,0.93,-2.75,2.57,Mardini,,,5.73,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,0.27,,,,,,,,,,,,-1.32,,,,,,-2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6,,,,,,,,,,,,-3.5,,,,,,-2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,-0.75,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133,2MASS J02215557-5410143,02:21:55.60,-54:10:14.40,-2.09,0.0,,0.33,3.16,Mardini+2022,2MASS J02215557-5410143,Holmbeck+2020,HOL20,MAR22,,,VMP,DW,Atari Disk,35.481667,-54.170667,1.0,,,,,,,,10.4,,,,,,5842.0,3.53,-2.09,1.54,Mardini,,,6.34,,,,,,,,,,,,,,,,,5.41,,,,,,,,,,1,,,,,,,,,,,,0.51,,,,,,-0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.09,,,,,,,,,,,,,,,,,,,,,,,,,,-1.87,,,,,,,,,,,,-1.67,,,,,,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,0.42,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6145,2MASS J04014897-3757533,04:01:49.00,-37:57:53.40,-2.28,-0.3,,0.52,2.61,Mardini+2022,2MASS J04014897-3757533,Holmbeck+2020,HOL20,MAR22,,,VMP,DW,Atari Disk,60.454167,-37.964833,1.0,,,,,,,,11.6,,,,,,4797.0,1.02,-2.28,2.32,Mardini,,,5.85,,,,,,,,,,,,,,,,,5.22,,,,,,,,,,0.66,,,,,,,,,,,,0.07,,,,,,-1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.58,,,,,,,,,,,,,,,,,,,,,,,,,,-2.21,,,,,,,,,,,,-2.11,,,,,,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,0.17,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6193,2MASS J09471921-4127042,09:47:19.20,-41:27:04.00,-2.67,-0.42,,0.35,2.4,Mardini+2022,2MASS J09471921-4127042,Holmbeck+2020,HOL20,MAR22,,,VMP,DW,Atari Disk,146.83,-41.451111,1.0,,,,,,,,7.9,,,,,,4680.0,0.83,-2.67,2.39,Mardini,,,5.34,,,,,,,,,,,,,,,,,4.83,,,,,,,,,,-1.37,,,,,,,,,,,,-1.38,,,,,,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.09,,,,,,,,,,,,,,,,,,,,,,,,,,-4.24,,,,,,,,,,,,-3.56,,,,,,-3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.57,,,,,,,,,,,,-0.89,,,,,,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6262,2MASS J15023852-4602066,15:02:38.50,-46:02:06.60,-2.23,-0.16,,0.3,0.97,Mardini+2022,2MASS J15023852-4602066,Holmbeck+2020,HOL20,MAR22,,,VMP,DW,Atari Disk,225.660417,-46.035167,1.0,,,,,,,,11.1,,,,,,4806.0,1.66,-2.23,2.09,Mardini,,,6.04,,,,,,,,,,,,,,,,,5.27,,,,,,,,,,0.38,,,,,,,,,,,,-0.66,,,,,,-1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.39,,,,,,,,,,,,,,,,,,,,,,,,,,-2.49,,,,,,,,,,,,-2.84,,,,,,-2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,,,,,,,,,,,,-0.61,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6539,HD23798,03:46:45.72,-30:51:13.32,-2.22,,,0.54,0.83,Mardini+2022,HD23798,Navarrete+2015,NAV15,MAR22,,,VMP,DW,Atari Disk,56.6905,-30.8537,2.0,,,,88.88,,,,,,,,,,4396.0,0.64,-2.22,,Mardini,,,,,7.14,,4.18,5.89,4.34,,,,,4.47,,,,,,5.28,,,,,,,,,,,,,,,,,,,,,,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.55,,-2.06,-1.71,-2.11,,,,,-1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,0.16,0.51,0.11,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7582,2MASS J09294972-2905589,09:29:49.74,-29:05:59.20,-2.32,0.11,,0.46,0.92,Mardini+2022,2MASS J09294972-2905589,Sakari+2018,SAK18,MAR22,,,VMP,DW,Atari Disk,142.45725,-29.099778,1.0,,,,125.2,,,,,,,,,,4737.0,0.96,-2.32,1.74,Mardini,,,6.22,,,,,5.51,,,,,3.17,4.36,0.8,2.87,3.75,3.54,2.7,5.18,2.31,3.8,,2.29,,,,,,0.19,-0.48,,,,,,,,,,,-0.51,,,,,,-1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.21,,,,,-2.09,,,,,-1.86,-1.98,-2.35,-2.08,-0.18,-2.1,-2.73,-2.68,-2.42,,-2.27,,,,,,-2.68,-2.69,,,,,,,,,,,-2.69,,,,,,-2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,0.46,0.34,-0.03,0.24,2.14,0.22,-0.41,-0.36,-0.1,,0.05,,,,,,-0.36,-0.37,,,,,,,,,,,-0.37,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7603,2MASS J11580127-1522179,11:58:01.28,-15:22:18.00,-2.41,0.62,,0.38,3.62,Mardini+2022,2MASS J11580127-1522179,Sakari+2018,SAK18,MAR22,,,VMP,DW,Atari Disk,179.505333,-15.371667,1.0,,,,16.6,,,,,,,,,,4981.0,1.47,-2.41,1.71,Mardini,,,6.64,,,,,5.39,,6.59,,,2.88,4.12,0.16,2.82,3.12,3.99,,5.09,2.89,3.88,,,,,,,,0.09,-0.42,,,,,,,,,,,-1.3,,,,,,-1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.79,,,,,-2.21,,-0.92,,,-2.15,-2.22,-2.99,-2.13,-0.81,-1.65,,-2.1,-2.34,,,,,,,,-2.78,-2.63,,,,,,,,,,,-3.48,,,,,,-2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,1.49,,,0.26,0.19,-0.58,0.28,1.6,0.76,,0.31,0.07,,,,,,,,-0.37,-0.22,,,,,,,,,,,-1.07,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7627,2MASS J14101587-0343553,14:10:15.84,-03:43:55.20,-2.06,-0.09,,0.71,1.17,Mardini+2022,2MASS J14101587-0343553,Sakari+2018,SAK18,MAR22,,,VMP,DW,Atari Disk,212.566,-3.732,1.0,,,,71.3,,,,,,,,,,4931.0,2.0,-2.06,1.65,Mardini,,,6.28,,,,,5.83,,5.84,,,3.19,4.57,1.04,3.04,1.78,3.76,2.88,5.44,2.9,4.07,,2.48,,,,,,0.66,-0.08,0.67,,,,,,,,,,0,-0.76,-0.33,,-0.34,,-0.87,,,,,,,,,,,,,,,,,,-1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.15,,,,,-1.77,,-1.67,,,-1.84,-1.77,-2.11,-1.91,-2.15,-1.88,-2.55,-2.09,-2.15,,-2.08,,,,,,-2.21,-2.29,-1.91,,,,,,,,,,-2.18,-1.86,-1.91,,-1.76,,-1.39,,,,,,,,,,,,,,,,,,-1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,0.39,,,0.22,0.29,-0.05,0.15,-0.09,0.18,-0.49,-0.03,-0.09,,-0.02,,,,,,-0.15,-0.23,0.15,,,,,,,,,,-0.12,0.2,0.15,,0.3,,0.67,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7643,2MASS J15542729+0021368,15:54:27.29,+00:21:36.90,-2.18,0.42,,0.51,0.88,Mardini+2022,2MASS J15542729+0021368,Sakari+2018,SAK18,MAR22,,,VMP,DW,Atari Disk,238.613708,0.36025,1.0,,,,-45.3,,,,,,,,,,5210.0,1.24,-2.18,1.48,Mardini,,,6.67,,,,,6.02,,6.06,,,3.39,4.76,0.96,3.35,3.28,3.49,2.8,5.32,2.96,4.07,,2.48,,,,,,0.88,-0.36,0.29,,,,,,,,,,-0.26,-1.34,,,-1.07,,-1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.76,,,,,-1.58,,-1.45,,,-1.64,-1.58,-2.19,-1.6,-0.65,-2.15,-2.63,-2.03,-2.15,,-2.08,,,,,,-1.99,-2.57,-2.29,,,,,,,,,,-2.44,-2.44,,,-2.49,,-2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,0.73,,,0.54,0.6,-0.01,0.58,1.53,0.03,-0.45,0.15,0.03,,0.1,,,,,,0.19,-0.39,-0.11,,,,,,,,,,-0.26,-0.26,,,-0.31,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7653,2MASS J16285613-1014576,16:28:56.15,-10:14:57.10,-2.0,0.24,,0.43,0.58,Mardini+2022,2MASS J16285613-1014576,Sakari+2018,SAK18,MAR22,,,VMP,DW,Atari Disk,247.233958,-10.249194,1.0,,alpha,,61.0,,,,,,,,,,4955.0,1.31,-2.0,2.19,Mardini,,,6.67,,,,4.29,6.05,,6.03,,,3.45,4.68,1.1,3.22,2.84,3.75,3.01,5.5,2.94,4.15,,2.51,,,,,,0.61,-0.08,0.66,,,,,,,,,,0.16,-0.88,-0.25,-0.92,-0.52,-0.75,-1.12,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.76,,,,-1.95,-1.55,,-1.48,,,-1.58,-1.66,-2.05,-1.73,-1.09,-1.89,-2.42,-2.05,-2.07,,-2.05,,,,,,-2.26,-2.29,-1.92,,,,,,,,,,-2.02,-1.98,-1.83,-1.64,-1.94,-1.71,-1.64,,,,,,,,,,,-1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.45,,0.52,,,0.42,0.34,-0.05,0.27,0.91,0.11,-0.42,-0.05,-0.07,,-0.05,,,,,,-0.26,-0.29,0.08,,,,,,,,,,-0.02,0.02,0.17,0.36,0.06,0.29,0.36,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
